Rank,ReleaseDate,Name,Budget,Domestic,Worldwide,Year
390,2008-02-14,Jumper,82500000.0,81168265,223113205,2008
391,2008-07-11,Hellboy 2: The Golden Army,82500000.0,75986503,160388063,2008
392,2005-05-27,The Longest Yard,82000000.0,158119460,190320568,2005
393,2010-08-13,The Expendables,82000000.0,103068524,268268174,2010
394,2000-11-17,The 6th Day,82000000.0,34543701,96024898,2000
395,2003-05-23,Bruce Almighty,81000000.0,242704995,483473962,2003
396,2012-03-23,The Hunger Games,80000000.0,408010692,684510692,2012
397,2011-05-26,The Hangover Part II,80000000.0,254464305,586464305,2011
398,1996-05-21,Mission: Impossible,80000000.0,180981886,457697994,1996
399,1992-06-18,Batman Returns,80000000.0,162833635,266824291,1992
400,1999-05-07,The Mummy,80000000.0,155385488,416385488,1999
401,2006-05-19,Over the Hedge,80000000.0,155019340,336002981,2006
402,2002-06-21,Lilo & Stitch,80000000.0,145771527,245800000,2002
403,1998-05-08,Deep Impact,80000000.0,140464664,349464664,1998
404,2013-07-12,Grown Ups 2,80000000.0,133668525,247023808,2013
405,2011-12-16,Alvin and the Chipmunks: Chipwrecked,80000000.0,133107389,337307389,2011
406,2008-06-20,Get Smart,80000000.0,130319208,228742913,2008
407,2005-03-11,Robots,80000000.0,128200012,260700012,2005
408,2010-02-19,Shutter Island,80000000.0,128012934,296831073,2010
409,2003-12-12,Something's Gotta Give,80000000.0,124685242,266685242,2003
410,2008-11-26,Four Christmases,80000000.0,120146040,163546040,2008
411,1997-06-27,Face/Off,80000000.0,112276146,241200000,1997
412,2008-12-25,Bedtime Stories,80000000.0,110101975,218357961,2008
413,2002-07-12,The Road to Perdition,80000000.0,104054514,183354514,2002
414,2011-02-11,Just Go With It,80000000.0,103028109,214974953,2011
415,2003-02-14,Daredevil,80000000.0,102543518,182782518,2003
416,2008-09-26,Eagle Eye,80000000.0,101440743,178066569,2008
417,1997-06-06,Con Air,80000000.0,101117573,224117573,1997
418,2010-12-17,Yogi Bear 3D,80000000.0,100246011,202284317,2010
419,2003-12-25,Cold Mountain,80000000.0,95632614,161632614,2003
420,2010-01-15,The Book of Eli,80000000.0,94835059,158750817,2010
421,1997-11-26,Flubber,80000000.0,92993801,177993801,1997
422,1999-07-23,The Haunting,80000000.0,91188905,180188905,1999
423,1996-11-15,Space Jam,80000000.0,90463534,250200000,1996
424,2006-02-10,The Pink Panther,80000000.0,82226474,158926474,2006
425,2011-07-08,Zookeeper,80000000.0,80360866,170485247,2011
426,2008-12-12,The Day the Earth Stood Still,80000000.0,79366978,233066978,2008
427,1997-08-08,Conspiracy Theory,80000000.0,76118990,142783718,1997
428,1998-06-12,"Six Days, Seven Nights",80000000.0,74339294,164800000,1998
429,2002-05-24,Spirit: Stallion of the Cimarron,80000000.0,73215310,106515310,2002
430,2014-10-17,Fury,80000000.0,72131069,123961256,2014
431,2001-06-08,Swordfish,80000000.0,69772969,147080413,2001
432,1998-04-03,Lost In Space,80000000.0,69117629,136047317,1998
433,2004-07-30,The Manchurian Candidate,80000000.0,65948711,96148711,2004
434,2006-11-22,Déjà Vu,80000000.0,64038616,181038616,2006
435,2005-06-24,Bewitched,80000000.0,63313159,131159306,2005
436,2000-01-01,Fantasia 2000 (IMAX),80000000.0,60507228,60507228,2000
437,2002-03-08,The Time Machine,80000000.0,56684819,98983590,2002
438,1998-10-02,What Dreams May Come,80000000.0,55485043,71485043,1998
439,1998-12-25,Mighty Joe Young,80000000.0,50632037,50632037,1998
440,2005-10-28,The Legend of Zorro,80000000.0,45575336,141475336,2005
441,2000-11-10,Little Nicky,80000000.0,39442871,58270391,2000
442,2009-09-25,Surrogates,80000000.0,38577772,119668350,2009
443,2001-06-08,Evolution,80000000.0,38311134,98341932,2001
444,2005-08-26,The Brothers Grimm,80000000.0,37899638,105299638,2005
445,1996-12-13,Mars Attacks!,80000000.0,37771017,101371017,1996
446,2006-04-14,The Wild,80000000.0,37384046,99384046,2006
447,2013-12-20,Walking with Dinosaurs,80000000.0,36076121,130580730,2013
448,2000-12-22,Thirteen Days,80000000.0,34566746,66554547,2000
449,1996-12-06,Daylight,80000000.0,32908290,158908290,1996
450,2014-02-21,Pompeii,80000000.0,23169033,108469033,2014
451,2000-05-12,Battlefield Earth: A Saga of the Year 3000,80000000.0,21471685,29725663,2000
452,2003-11-14,Looney Tunes: Back in Action,80000000.0,20950820,54540662,2003
453,2009-12-18,Nine,80000000.0,19676965,53508858,2009
454,2003-11-26,Timeline,80000000.0,19480739,26703184,2003
455,2010-04-22,Oceans,80000000.0,19422319,82522319,2010
456,1998-11-25,Babe: Pig in the City,80000000.0,18319860,69131860,1998
457,1997-12-25,The Postman,80000000.0,17650704,17650704,1997
458,2000-11-10,Red Planet,80000000.0,17480890,33463969,2000
459,2006-12-15,Arthur et les Minimoys,80000000.0,15132763,110102340,2006
460,2007-08-17,The Invasion,80000000.0,15074191,40147042,2007
461,2000-06-16,Fantasia 2000 (Theatrical Release),80000000.0,9103630,9103630,2000
462,2005-09-02,A Sound of Thunder,80000000.0,1900451,6300451,2005
463,1994-06-15,The Lion King,79300000.0,422780140,952880140,1994
464,2012-02-10,Journey 2: The Mysterious Island,79000000.0,103860290,325860290,2012
465,2011-11-11,Jack and Jill,79000000.0,74158157,150519217,2011
466,2001-12-21,A Beautiful Mind,78000000.0,170708996,317668058,2001
467,2013-09-27,Cloudy with a Chance of Meatballs 2,78000000.0,119793567,274392649,2013
468,2002-10-04,Red Dragon,78000000.0,92955420,206455420,2002
469,2004-03-05,Hidalgo,78000000.0,67286731,107336658,2004
470,2003-07-11,The League of Extraordinary Gentlemen,78000000.0,66465204,179265204,2003
471,2004-08-20,Exorcist: The Beginning,78000000.0,41814863,43957541,2004
472,2012-10-17,Astérix et Obélix: Au service de Sa Majesté ,77600000.0,0,60680125,2012
473,2013-08-01,Snowpiercer,76622919.0,4563029,4563029,2013
474,2013-07-02,Despicable Me 2,76000000.0,368065385,970380896,2013
475,2003-06-06,2 Fast 2 Furious,76000000.0,127120058,236220058,2003
476,2006-12-25,Children of Men,76000000.0,35552383,69450202,2006
477,2000-06-30,The Adventures of Rocky & Bullwinkle,76000000.0,26000610,35129610,2000
478,1996-07-02,Independence Day,75000000.0,306169255,817400878,1996
479,1997-05-22,The Lost World: Jurassic Park,75000000.0,229086679,786686679,1997
480,2006-03-31,Ice Age: The Meltdown,75000000.0,195330621,651899282,2006
481,2005-05-27,Madagascar,75000000.0,193595521,556559566,2005
482,2010-06-25,Grown Ups,75000000.0,162001186,272223430,2010
483,2004-10-01,Shark Tale,75000000.0,161412000,367825111,2004
484,2000-07-14,X-Men,75000000.0,157299717,296339717,2000
485,2008-06-27,Wanted,75000000.0,134508551,342416460,2008
486,1996-06-07,The Rock,75000000.0,134069511,336069511,1996
487,2004-02-13,50 First Dates,75000000.0,120776832,196324496,2004
488,2007-07-20,Hairspray,75000000.0,118871849,202871849,2007
489,2013-05-31,Now You See Me,75000000.0,117723989,351723989,2013
490,2006-12-15,Dreamgirls,75000000.0,103365956,154965956,2006
491,1999-07-23,Inspector Gadget,75000000.0,97387965,97387965,1999
492,2011-11-11,Immortals,75000000.0,83504017,211562435,2011
493,2004-06-18,The Terminal,75000000.0,77073959,218673959,2004
494,2005-02-18,Constantine,75000000.0,75976178,230884728,2005
495,2006-07-21,Monster House,75000000.0,73661010,141267370,2006
496,2009-01-16,Hotel for Dogs,75000000.0,73034460,118230763,2009
497,2000-12-08,Vertical Limit,75000000.0,68473360,213500000,2000
498,2007-12-21,Charlie Wilson's War,75000000.0,66661095,119512771,2007
499,1999-04-16,Life,75000000.0,64062587,73521587,1999
500,2005-03-04,Be Cool,75000000.0,55849401,94944017,2005
501,2005-12-23,Munich,75000000.0,47379090,130279090,2005
502,2010-06-04,Killers,75000000.0,47059963,95572749,2010
503,2003-03-07,Tears of the Sun,75000000.0,43632458,85632458,2003
504,2006-07-21,Lady in the Water,75000000.0,42285169,72785169,2006
505,2004-12-17,Spanglish,75000000.0,42044321,54344321,2004
506,2001-10-12,Bandits,75000000.0,41523271,71523271,2001
507,1999-12-17,Anna and the King,75000000.0,39251128,39251128,1999
508,1995-07-07,First Knight,75000000.0,37361412,127361412,1995
509,2011-03-25,Sucker Punch,75000000.0,36392502,89758389,2011
510,2005-03-11,Hostage,75000000.0,34636443,77636443,2005
511,2003-06-13,Hollywood Homicide,75000000.0,30207785,51107785,2003
512,2000-06-16,Titan A.E.,75000000.0,22751979,36751979,2000
513,2004-12-17,Flight of the Phoenix,75000000.0,21009180,34009180,2004
514,1998-10-23,Soldier,75000000.0,14623082,14623082,1998
515,1999-01-15,Virus,75000000.0,14010690,30626690,1999
516,2001-02-23,Monkeybone,75000000.0,5409517,5409517,2001
517,2000-11-22,Unbreakable,73243106.0,94999143,248099143,2000
518,2006-08-04,Talladega Nights: The Ballad of Ricky Bobby,73000000.0,148213377,162926797,2006
519,1998-08-07,Snake Eyes,73000000.0,55591409,103891409,1998
520,1998-02-13,Sphere,73000000.0,37068294,50168294,1998
521,2007-07-27,The Simpsons Movie,72500000.0,183135014,527071022,2007
522,2008-02-08,Fool's Gold,72500000.0,70231041,109362966,2008
523,2009-07-31,Funny People,72500000.0,51855045,71880305,2009
524,2007-09-28,The Kingdom,72500000.0,47467250,86509602,2007
525,2001-06-22,Doctor Dolittle 2,72000000.0,112950721,176101721,2001
526,1995-05-24,Braveheart,72000000.0,75545647,209000000,1995
527,2005-11-04,Jarhead,72000000.0,62647540,96947540,2005
528,2001-04-27,Driven,72000000.0,32616869,54616869,2001
529,2001-12-21,The Majestic,72000000.0,27796042,37306334,2001
530,2004-06-25,Two Brothers,72000000.0,19176754,62176754,2004
531,2004-07-30,The Village,71682975.0,114197520,257641634,2004
532,1998-06-26,Doctor Dolittle,71500000.0,144156605,294156605,1998
533,2002-08-02,Signs,70702619.0,227965690,408265690,2002
534,2004-05-19,Shrek 2,70000000.0,441226247,937008132,2004
535,2006-06-09,Cars,70000000.0,244082982,461667967,2006
536,2009-12-23,Alvin and the Chipmunks: The Squeakquel,70000000.0,219614612,443483213,2009
537,1988-06-22,Who Framed Roger Rabbit?,70000000.0,154112492,351500000,1988
538,1999-07-30,Runaway Bride,70000000.0,152257509,310138178,1999
539,2002-08-09,xXx,70000000.0,141930000,267200000,2002
540,1996-11-08,Ransom,70000000.0,136492681,308700000,1996
541,2009-08-20,Inglourious Basterds,70000000.0,120831050,316971720,2009
542,1991-12-11,Hook,70000000.0,119654823,300854823,1991
543,1990-07-03,Die Hard 2,70000000.0,117323878,239814025,1990
544,2003-08-08,S.W.A.T.,70000000.0,116877597,207154748,2003
545,1999-11-19,Sleepy Hollow,70000000.0,101068340,207068340,1999
546,2001-12-14,Vanilla Sky,70000000.0,100614858,202726605,2001
547,1997-06-13,Hercules,70000000.0,99112101,250700000,1997
548,2013-03-22,Olympus Has Fallen,70000000.0,98927592,150562164,2013
549,2011-03-11,Battle: Los Angeles,70000000.0,83552429,212005201,2011
550,2004-08-13,AVP: Alien Vs. Predator,70000000.0,80281096,172543519,2004
551,2011-12-25,War Horse,70000000.0,79883359,156815529,2011
552,2002-03-01,We Were Soldiers,70000000.0,78120196,114658262,2002
553,2014-02-07,The Monuments Men,70000000.0,78031620,155131620,2014
554,1998-12-11,Star Trek: Insurrection,70000000.0,70187658,117800000,1998
555,2003-12-10,Big Fish,70000000.0,66432867,123432867,2003
556,1994-06-17,Wolf,70000000.0,65011757,131011757,1994
557,2012-01-20,Underworld: Awakening,70000000.0,62321039,160379930,2012
558,2014-10-01,Dracula Untold,70000000.0,55369310,202930449,2014
559,1989-08-09,The Abyss,70000000.0,54243125,54243125,1989
560,2010-09-24,Wall Street 2: Money Never Sleeps,70000000.0,52474616,137431619,2010
561,2011-01-14,The Dilemma,70000000.0,48475290,70546865,2011
562,1998-11-06,The Siege,70000000.0,40934175,116625798,1998
563,2007-08-10,Stardust,70000000.0,38634938,135556675,2007
564,2012-06-15,Rock of Ages,70000000.0,38518613,50118613,2012
565,1997-10-08,Seven Years in Tibet,70000000.0,37945884,131445884,1997
566,2004-09-17,Sky Captain and the World of Tomorrow,70000000.0,37760080,49730854,2004
567,2002-11-01,I Spy,70000000.0,33561137,60279822,2002
568,2002-06-07,Bad Company,70000000.0,30157016,69157016,2002
569,2005-10-21,Doom,70000000.0,28212337,54612337,2005
570,2013-10-18,Escape Plan,70000000.0,25213103,103813103,2013
571,2011-09-23,Killer Elite,70000000.0,25124986,57777106,2011
572,1998-01-16,Hard Rain,70000000.0,19870567,19870567,1998
573,2002-02-15,Hart's War,70000000.0,19076815,33076815,2002
574,2002-02-08,Rollerball,70000000.0,18990542,25852508,2002
575,2014-01-10,The Legend of Hercules,70000000.0,18848538,61402445,2014
576,2002-09-20,Ballistic: Ecks vs. Sever,70000000.0,14294842,14294842,2002
577,2001-08-10,Osmosis Jones,70000000.0,13596911,13596911,2001
578,2014-05-09,Legends of Oz: Dorothys Return,70000000.0,8462347,8462347,2014
579,2006-03-31,Basic Instinct 2,70000000.0,5946136,35417162,2006
580,2010-05-28,Agora,70000000.0,619423,38992292,2010
581,2010-07-09,Despicable Me,69000000.0,251513985,543495033,2010
582,2010-07-30,Dinner for Schmucks,69000000.0,73026337,86796502,2010
583,2010-06-30,The Twilight Saga: Eclipse,68000000.0,300531751,699590681,2010
584,2002-05-31,The Sum of All Fears,68000000.0,118471320,193500000,2002
585,2001-07-13,The Score,68000000.0,71069884,113542091,2001
586,1995-11-22,Money Train,68000000.0,35324232,77224232,1995
587,2003-03-21,Dreamcatcher,68000000.0,33685268,75685268,2003
588,1999-08-06,Mystery Men,68000000.0,29762011,33462011,1999
589,1999-11-05,The Insider,68000000.0,28965197,60265197,1999
590,2012-03-02,Doctor Seuss' The Lorax,67500000.0,214030500,350816336,2012
591,2008-10-10,Body of Lies,67500000.0,39394666,108394666,2008
592,2012-06-22,Abraham Lincoln: Vampire Hunter,67500000.0,37519139,115119139,2012
593,2012-06-15,That's My Boy,67500000.0,36931089,58058367,2012
594,1996-09-20,Last Man Standing,67000000.0,18115927,18115927,1996
595,2007-08-17,The Last Legion,67000000.0,5932060,25332060,2007
596,1999-04-30,Entrapment,66000000.0,87707396,211700000,1999
597,1998-06-19,The X Files: Fight the Future,66000000.0,83898313,189176423,1998
598,2014-03-14,Need for Speed,66000000.0,43568507,187268507,2014
599,1998-07-24,Saving Private Ryan,65000000.0,216335085,485035085,1998
600,2000-12-15,What Women Want,65000000.0,182805123,372100000,2000
601,2012-11-09,Lincoln,65000000.0,182207973,273000960,2012
602,2002-03-15,Ice Age,65000000.0,176387405,386116343,2002
603,1995-06-30,Apollo 13,65000000.0,172070496,334100000,1995
604,1999-03-31,The Matrix,65000000.0,171479930,460279930,1999
605,2012-12-25,Les Miserables,65000000.0,148809770,442169052,2012
606,2002-11-01,The Santa Clause 2,65000000.0,139225854,172825854,2002
607,1990-06-01,Total Recall,65000000.0,119394839,261400000,1990
608,1998-12-18,You've Got Mail,65000000.0,115821495,250800000,1998
609,2010-11-05,Due Date,65000000.0,100539043,211739043,2010
610,2008-07-25,Step Brothers,65000000.0,100468793,128468793,2008
611,1995-12-15,Jumanji,65000000.0,100458310,262758310,1995
612,1998-07-17,The Mask of Zorro,65000000.0,93828745,233700000,1998
613,2000-08-04,Space Cowboys,65000000.0,90454043,128874043,2000
614,1993-05-28,Cliffhanger,65000000.0,84049211,255000000,1993
615,1996-02-09,Broken Arrow,65000000.0,70645997,148345997,1996
616,2006-08-09,World Trade Center,65000000.0,70278893,163295654,2006
617,2000-07-07,The Kid,65000000.0,69688384,69688384,2000
618,2003-12-19,Mona Lisa Smile,65000000.0,63803100,141205169,2003
619,2012-05-16,The Dictator,65000000.0,59650222,179379532,2012
620,1999-07-16,Eyes Wide Shut,65000000.0,55691208,86257553,1999
621,2012-02-17,This Means War,65000000.0,54760791,156974557,2012
622,2004-12-08,Blade: Trinity,65000000.0,52397389,132397389,2004
623,2012-11-21,Red Dawn,65000000.0,44806783,48164150,2012
624,2006-12-22,We Are Marshall,65000000.0,43545364,43545364,2006
625,2012-09-14,Resident Evil: Retribution,65000000.0,42345531,238940997,2012
626,1998-03-20,Primary Colors,65000000.0,39017984,39017984,1998
627,1999-10-15,Fight Club,65000000.0,37030102,100853753,1999
628,2008-08-22,Death Race,65000000.0,36316032,72516819,2008
629,1996-10-11,The Long Kiss Goodnight,65000000.0,33447612,33447612,1996
630,2000-12-08,Proof of Life,65000000.0,32598931,62761005,2000
631,2005-11-11,Zathura,65000000.0,28045540,58545540,2005
632,2003-11-26,The Missing,65000000.0,26900336,38253433,2003
633,2005-01-14,Elektra,65000000.0,24409722,56409722,2005
634,2009-10-23,Astro Boy,65000000.0,19551067,44093014,2009
635,2014-01-24,"I, Frankenstein",65000000.0,19075290,71519465,2014
636,1991-05-24,Hudson Hawk,65000000.0,17218916,17218916,1991
637,2014-08-22,Sin City: A Dame to Kill For,65000000.0,13757804,39499349,2014
638,2000-10-27,Lucky Numbers,65000000.0,10014234,10014234,2000
639,2005-09-23,Oliver Twist,65000000.0,2070920,26670920,2005
640,2015-12-31,The Free State of Jones,65000000.0,0,0,2015
641,2009-12-31,Foodfight!,65000000.0,0,0,2009
642,2006-07-14,Little Man,64000000.0,58636047,101636047,2006
643,1999-10-08,Random Hearts,64000000.0,31054924,63200000,1999
644,2006-12-27,Perfume: The Story of a Murderer,63700000.0,2223293,133603463,2006
645,1993-06-11,Jurassic Park,63000000.0,395708305,1035646977,1993
646,2002-07-25,Austin Powers in Goldmember,63000000.0,213117789,292738626,2002
647,2011-04-01,Hop,63000000.0,108085305,184924333,2011
648,1994-06-24,Wyatt Earp,63000000.0,25052000,25052000,1994
649,1994-08-03,Clear and Present Danger,62000000.0,122012656,207500000,1994
650,2000-04-21,U-571,62000000.0,77086030,127630030,2000
651,1995-11-17,The American President,62000000.0,60022813,107822813,1995
652,2008-06-20,The Love Guru,62000000.0,32200122,40123346,2008
653,2001-02-23,3000 Miles to Graceland,62000000.0,15738632,18708848,2001
654,2014-10-03,Gone Girl,61000000.0,148073885,306473885,2014
655,2007-03-30,Blades of Glory,61000000.0,118594548,145594548,2007
656,2013-08-02,2 Guns,61000000.0,75612460,132493015,2013
657,2004-12-22,Meet the Fockers,60000000.0,279167575,516567575,2004
658,2014-02-07,The Lego Movie,60000000.0,257784718,457784718,2014
659,2007-03-09,300,60000000.0,210614939,454161935,2007
660,2008-12-25,Marley & Me,60000000.0,143153751,243665113,2008
661,1999-12-10,The Green Mile,60000000.0,136801374,290701374,1999
