Rank,ReleaseDate,Name,Budget,Domestic,Worldwide,Year
1173,1999-08-20,Mickey Blue Eyes,40000000.0,33864342,53864342,1999
1174,2000-10-20,Pay it Forward,40000000.0,33508922,33508922,2000
1175,2011-04-08,Arthur,40000000.0,33035397,47787943,2011
1176,2008-03-21,Drillbit Taylor,40000000.0,32862104,49686263,2008
1177,2011-12-25,Extremely Loud and Incredibly Close,40000000.0,31847881,46247881,2011
1178,1994-07-01,The Shadow,40000000.0,31835600,31835600,1994
1179,2010-11-10,Morning Glory,40000000.0,31011732,60040974,2010
1180,2005-11-09,Get Rich or Die Tryin',40000000.0,30981850,46437122,2005
1181,2000-08-25,The Art of War,40000000.0,30199105,30199105,2000
1182,2013-12-25,Grudge Match,40000000.0,29807260,69807260,2013
1183,2000-08-11,Bless the Child,40000000.0,29374178,40435694,2000
1184,2005-11-23,Rent,40000000.0,29077547,31670620,2005
1185,1999-04-02,The Out-of-Towners,40000000.0,28544120,28544120,1999
1186,1996-08-23,The Island of Dr. Moreau,40000000.0,27682712,27682712,1996
1187,2001-09-07,The Musketeer,40000000.0,27053815,27053815,2001
1188,2008-02-29,The Other Boleyn Girl,40000000.0,26814957,77714957,2008
1189,2001-02-16,Sweet November,40000000.0,25288103,65754228,2001
1190,2007-04-05,The Reaping,40000000.0,25126214,62226214,2007
1191,2011-01-07,Season of the Witch,40000000.0,24827228,96502347,2011
1192,1994-06-03,Renaissance Man,40000000.0,24172899,24172899,1994
1193,1998-05-15,Quest for Camelot,40000000.0,22772500,38172500,1998
1194,2002-09-06,City by the Sea,40000000.0,22433915,22433915,2002
1195,1999-01-15,At First Sight,40000000.0,22365133,22365133,1999
1196,2004-01-16,Torque,40000000.0,21176322,46176322,2004
1197,2009-11-13,The Fantastic Mr. Fox,40000000.0,21002919,46498922,2009
1198,1995-09-22,Showgirls,40000000.0,20350754,37750754,1995
1199,1996-02-16,City Hall,40000000.0,20278055,20278055,1996
1200,2012-02-03,Big Miracle,40000000.0,20157300,25615524,2012
1201,2012-12-21,The Impossible,40000000.0,19019882,169590606,2012
1202,2012-03-09,A Thousand Words,40000000.0,18450127,18450127,2012
1203,2006-10-20,Marie Antoinette,40000000.0,15962471,60862471,2006
1204,2000-10-06,Get Carter,40000000.0,14967182,19417182,2000
1205,1995-04-21,Kiss of Death,40000000.0,14942422,14942422,1995
1206,2002-04-26,"Life, or Something Like It",40000000.0,14448589,14448589,2002
1207,1987-05-15,Ishtar,40000000.0,14375181,14375181,1987
1208,1992-02-28,Memoirs of an Invisible Man,40000000.0,14358033,14358033,1992
1209,2009-10-23,Amelia,40000000.0,14279575,19756077,2009
1210,2009-10-23,Cirque du Freak: The Vampire's Assistant,40000000.0,14046595,34372469,2009
1211,2004-05-07,New York Minute,40000000.0,14018364,21215882,2004
1212,1999-03-12,The Deep End of the Ocean,40000000.0,13508635,13508635,1999
1213,2004-11-05,Alfie,40000000.0,13395939,35195939,2004
1214,2002-08-30,FearDotCom,40000000.0,13208023,13208023,2002
1215,2008-11-07,Soul Men,40000000.0,12082391,12345883,2008
1216,1999-08-20,Universal Soldier II: The Return,40000000.0,10447421,10717421,1999
1217,2009-09-25,Pandorum,40000000.0,10330853,17033431,2009
1218,2003-09-26,Duplex,40000000.0,9652000,10070651,2003
1219,2013-08-16,Paranoia,40000000.0,7388654,16173593,2013
1220,1980-08-01,Raise the Titanic,40000000.0,7000000,7000000,1980
1221,2002-01-04,Impostor,40000000.0,6114237,6114237,2002
1222,2002-11-27,Extreme Ops,40000000.0,4835968,12624471,2002
1223,2001-04-06,Just Visiting,40000000.0,4777007,16172200,2001
1224,2007-07-20,Sunshine,40000000.0,3688560,32030610,2007
1225,1994-03-11,The Hudsucker Proxy,40000000.0,2816518,14938149,1994
1226,1986-07-01,Pirates,40000000.0,1641825,6341825,1986
1227,2008-12-12,Delgo,40000000.0,915840,915840,2008
1228,2006-10-13,Alex Rider: Operation Stormbreaker,40000000.0,659210,9351567,2006
1229,2009-11-20,Red Cliff,40000000.0,627047,119627047,2009
1230,2004-09-24,The Last Shot,40000000.0,463730,463730,2004
1231,2010-04-02,The Warlords,40000000.0,129078,38899792,2010
1232,2007-03-16,Nomad,40000000.0,79123,79123,2007
1233,2001-12-31,Imposter,40000000.0,0,0,2001
1234,2014-11-13,Dumb and Dumber To,40000000.0,0,0,2014
1235,2009-08-14,The Time Traveler's Wife,39000000.0,63414846,98666635,2009
1236,1983-06-17,Superman III,39000000.0,59950623,59950623,1983
1237,2007-02-02,Because I Said So,39000000.0,42674040,69538833,2007
1238,2012-10-05,Frankenweenie,39000000.0,35287788,81150788,2012
1239,1996-03-29,Sgt. Bilko,39000000.0,30356589,37956589,1996
1240,2005-09-30,Serenity,39000000.0,25514517,38514517,2005
1241,2004-02-20,Against the Ropes,39000000.0,5881504,6429865,2004
1242,2013-01-08,Yi dai zong shi,38600000.0,6594959,57987299,2013
1243,2001-06-22,The Fast and the Furious,38000000.0,144512310,206512310,2001
1244,2002-09-27,Sweet Home Alabama,38000000.0,127214072,182365114,2002
1245,2009-07-24,The Ugly Truth,38000000.0,88915214,205230042,2009
1246,2002-08-07,Spy Kids 2: The Island of Lost Dreams,38000000.0,85846296,119721296,2002
1247,1994-11-18,Star Trek: Generations,38000000.0,75671262,120000000,1994
1248,1997-12-19,Mouse Hunt,38000000.0,61894591,61894591,1997
1249,2011-04-22,Water for Elephants,38000000.0,58709717,116809717,2011
1250,2010-10-08,Life as We Know It,38000000.0,53374681,105887837,2010
1251,1999-12-29,The Hurricane,38000000.0,50699241,73956241,1999
1252,2013-09-06,Riddick,38000000.0,42025135,92425135,2013
1253,2001-03-23,Heartbreakers,38000000.0,40334024,57753825,2001
1254,2002-05-24,Enough,38000000.0,39177215,39177215,2002
1255,2009-02-06,Push,38000000.0,31811527,44411527,2009
1256,2013-09-20,Rush,38000000.0,26947624,95224595,2013
1257,2001-05-18,Angel Eyes,38000000.0,24044532,29544532,2001
1258,2001-12-21,Joe Somebody,38000000.0,22770864,24515990,2001
1259,2000-03-10,The Ninth Gate,38000000.0,18653746,58394308,2000
1260,1996-09-27,Extreme Measures,38000000.0,17378193,17378193,1996
1261,2001-09-07,Rock Star,38000000.0,16991902,19317765,2001
1262,2011-10-14,The Thing,38000000.0,16928670,27501814,2011
1263,1996-02-02,White Squall,38000000.0,10229300,10229300,1996
1264,2008-10-10,City of Ember,38000000.0,7871693,11817059,2008
1265,1997-10-31,Switchback,38000000.0,6504442,6504442,1997
1266,2001-11-30,Texas Rangers,38000000.0,623374,623374,2001
1267,2008-08-26,Virgin Territory,38000000.0,0,5473041,2008
1268,2012-05-18,What to Expect When You're Expecting,37500000.0,41152203,80652203,2012
1269,2012-09-14,The Master,37500000.0,16247159,25116740,2012
1270,2008-10-04,The Express,37500000.0,9793406,9808102,2008
1271,2008-11-21,Twilight,37000000.0,192769854,397923934,2008
1272,2013-08-07,We're the Millers,37000000.0,150394119,270000119,2013
1273,2010-09-17,The Town,37000000.0,92186262,152566881,2010
1274,2011-09-23,Dolphin Tale,37000000.0,72286779,96068724,2011
1275,2008-09-12,Burn After Reading,37000000.0,60355347,163415735,2008
1276,2008-04-04,Nim's Island,37000000.0,48006762,94081683,2008
1277,2010-02-26,Cop Out,37000000.0,44875481,55909910,2010
1278,2011-01-28,The Rite,37000000.0,33047633,96047633,2011
1279,2008-07-18,Space Chimps,37000000.0,30105968,67029956,2008
1280,1999-12-17,Magnolia,37000000.0,22450975,48446802,1999
1281,2009-12-31,Obitaemyy ostrov,36500000.0,0,15000000,2009
1282,2011-02-11,Gnomeo and Juliet,36000000.0,99967670,193737977,2011
1283,2002-02-15,John Q,36000000.0,71026631,102226631,2002
1284,1999-09-17,Blue Streak,36000000.0,68208190,117448157,1999
1285,1983-10-07,Never Say Never Again,36000000.0,55500000,160000000,1983
1286,2010-03-26,Hot Tub Time Machine,36000000.0,50269859,63209958,2010
1287,1997-05-02,Breakdown,36000000.0,50159144,50159144,1997
1288,2011-02-25,Hall Pass,36000000.0,45060734,83693266,2011
1289,2014-09-12,Dolphin Tale 2,36000000.0,41558250,44658250,2014
1290,2003-04-04,A Man Apart,36000000.0,26500000,43797731,2003
1291,2000-02-25,Reindeer Games,36000000.0,23360779,23360779,2000
1292,1999-12-24,Snow Falling on Cedars,36000000.0,14378353,14378353,1999
1293,1996-12-20,Ghosts of Mississippi,36000000.0,13052741,13052741,1996
1294,1997-10-24,Gattaca,36000000.0,12532777,12532777,1997
1295,2000-01-28,Isn't She Great,36000000.0,2954405,2954405,2000
1296,2011-05-06,There Be Dragons,36000000.0,1069334,4020990,2011
1297,2003-03-28,Head of State,35200000.0,37788228,38283765,2003
1298,2009-06-05,The Hangover,35000000.0,277322503,469553471,2009
1299,2009-11-20,The Blind Side,35000000.0,255959475,305705795,2009
1300,1989-06-23,Batman,35000000.0,251188924,411348924,1989
1301,1999-06-10,Austin Powers: The Spy Who Shagged Me,35000000.0,206040085,310332636,1999
1302,2010-12-22,True Grit,35000000.0,171243005,252276928,2010
1303,1992-05-15,Lethal Weapon 3,35000000.0,144731527,319700000,1992
1304,1998-09-18,Rush Hour,35000000.0,141186864,245300000,1998
1305,2013-02-08,Identity Thief,35000000.0,134506920,176275024,2013
1306,2006-06-30,The Devil Wears Prada,35000000.0,124740460,326551094,2006
1307,2011-07-08,Horrible Bosses,35000000.0,117538559,214538559,2011
1308,2001-03-30,Spy Kids,35000000.0,112692062,197692062,2001
1309,2013-12-13,Saving Mr. Banks,35000000.0,83299761,101199761,2013
1310,1979-12-07,Star Trek: The Motion Picture,35000000.0,82258456,139000000,1979
1311,2008-03-21,21,35000000.0,81159365,157852532,2008
1312,2008-05-03,What Happens in Vegas...,35000000.0,80277646,218535708,2008
1313,1991-11-15,Cape Fear,35000000.0,79091969,182291969,1991
1314,1996-11-15,The English Patient,35000000.0,78716374,231716374,1996
1315,2005-03-25,Guess Who,35000000.0,68915888,102115888,2005
1316,2012-12-21,This is 40,35000000.0,67544505,90221182,2012
1317,1997-09-19,L.A. Confidential,35000000.0,64604977,110604977,1997
1318,2005-07-29,Sky High,35000000.0,63939454,81627454,2005
1319,1997-09-19,In & Out,35000000.0,63826569,83226569,1997
1320,2010-04-30,A Nightmare on Elm Street,35000000.0,63075011,117729621,2010
1321,2000-08-18,The Cell,35000000.0,61280963,85911226,2000
1322,1995-07-07,Species,35000000.0,60054449,113354449,1995
1323,2006-04-07,The Benchwarmers,35000000.0,59843754,65063726,2006
1324,2010-10-08,Secretariat,35000000.0,59699513,60376247,2010
1325,1998-03-13,The Man in the Iron Mask,35000000.0,56968169,56968169,1998
1326,2011-07-22,Friends with Benefits,35000000.0,55802754,150483765,2011
1327,2007-03-23,TMNT,35000000.0,54149098,96096018,2007
1328,2003-10-24,Radio,35000000.0,52333738,53293628,2003
1329,2009-11-25,Old Dogs,35000000.0,49492060,95104304,2009
1330,1992-11-18,Malcolm X,35000000.0,48169910,48169910,1992
1331,2009-01-23,Underworld 3: Rise of the Lycans,35000000.0,45802315,89102315,2009
1332,2005-07-29,Must Love Dogs,35000000.0,43894863,58894863,2005
1333,2007-07-03,License to Wed,35000000.0,43799818,70187088,2007
1334,1997-02-28,Donnie Brasco,35000000.0,41954997,65303052,1997
1335,2008-10-17,Max Payne,35000000.0,40687294,85761789,2008
1336,2002-03-15,Resident Evil,35000000.0,40119709,103787401,2002
1337,2004-03-26,The Ladykillers,35000000.0,39692139,77392139,2004
1338,2011-05-06,Something Borrowed,35000000.0,39046489,65084116,2011
1339,2006-12-01,The Nativity Story,35000000.0,37629831,46432264,2006
1340,2011-10-28,In Time,35000000.0,37553932,170064664,2011
1341,2010-04-23,The Back-up Plan,35000000.0,37490007,75281179,2010
1342,2011-11-09,J. Edgar,35000000.0,37306030,79006030,2011
1343,2000-11-17,Bounce,35000000.0,36805288,53425292,2000
1344,2004-12-03,Closer,35000000.0,33987757,115476509,2004
1345,1994-12-23,Street Fighter,35000000.0,33423000,99423000,1994
1346,2001-11-21,Black Knight,35000000.0,33422806,33422806,2001
1347,2005-07-22,The Bad News Bears,35000000.0,32868349,33500620,2005
1348,2002-12-27,The Pianist,35000000.0,32519322,120000000,2002
1349,2005-05-06,House of Wax,35000000.0,32064800,70064800,2005
1350,2001-10-19,From Hell,35000000.0,31598308,68712365,2001
1351,2008-08-15,Mirrors,35000000.0,30691439,77220596,2008
1352,2002-02-22,Queen of the Damned,35000000.0,30307804,30307804,2002
1353,2010-08-20,Nanny McPhee and the Big Bang,35000000.0,29197642,97799865,2010
1354,2008-01-25,Untraceable,35000000.0,28687835,52649951,2008
1355,1990-11-21,Predator 2,35000000.0,28317513,54768418,1990
1356,2011-09-23,Abduction,35000000.0,28087155,86648359,2011
1357,1980-12-05,Flash Gordon,35000000.0,27107960,27107960,1980
1358,2008-03-28,Superhero Movie,35000000.0,26638520,73026302,2008
1359,1999-02-12,Blast from the Past,35000000.0,26613620,26613620,1999
1360,2012-10-19,Alex Cross,35000000.0,25888412,32785147,2012
1361,2004-03-26,Jersey Girl,35000000.0,25266129,37066129,2004
1362,1997-11-21,Midnight in the Garden of Good and Evil,35000000.0,25078937,25078937,1997
1363,2001-11-09,Heist,35000000.0,23483357,28906817,2001
1364,2004-04-09,Ella Enchanted,35000000.0,22913677,22913677,2004
1365,2008-07-25,The X-Files: I Want to Believe,35000000.0,20982478,68369434,2008
1366,2012-08-24,Premium Rush,35000000.0,20275446,31393201,2012
1367,2013-01-18,Broken City,35000000.0,19701164,30746765,2013
1368,2005-08-19,Valiant,35000000.0,19478106,64188387,2005
1369,2000-02-23,Wonder Boys,35000000.0,19389454,33422485,2000
1370,2005-02-25,Cursed,35000000.0,19294901,25114901,2005
1371,2007-12-21,Walk Hard: The Dewey Cox Story,35000000.0,18317151,20606053,2007
1372,2002-09-20,The Four Feathers,35000000.0,18306166,29882645,2002
1373,2010-04-30,Furry Vengeance,35000000.0,17630465,39340177,2010
1374,2013-01-25,Parker,35000000.0,17616641,46346651,2013
1375,2004-09-17,Wimbledon,35000000.0,16862585,41666476,2004
1376,2000-09-15,Bait,35000000.0,15325127,15471969,2000
1377,2000-12-08,Dungeons and Dragons,35000000.0,15185241,33771965,2000
1378,2007-11-09,Lions for Lambs,35000000.0,14998070,63211088,2007
1379,1991-01-18,Flight of the Intruder,35000000.0,14471440,14471440,1991
1380,2011-05-27,The Tree of Life,35000000.0,13305665,62305665,2011
1381,2001-08-17,American Outlaws,35000000.0,13264986,13264986,2001
1382,2006-08-11,Zoom,35000000.0,11989328,12506188,2006
1383,2001-12-25,The Shipping News,35000000.0,11405825,24405825,2001
1384,2009-12-18,The Young Victoria,35000000.0,11001272,31878891,2009
1385,2014-03-28,Sabotage,35000000.0,10508518,18376443,2014
1386,1998-09-04,Knock Off,35000000.0,10319915,10319915,1998
1387,2009-09-11,Whiteout,35000000.0,10275638,12254746,2009
1388,2006-11-22,The Fountain,35000000.0,10144010,15461638,2006
1389,2013-11-29,Mandela: Long Walk to Freedom,35000000.0,8324748,27481678,2013
1390,2008-12-05,Punisher: War Zone,35000000.0,8050977,10157534,2008
1391,2003-09-05,The Order,35000000.0,7659747,11559747,2003
1392,2006-11-10,A Good Year,35000000.0,7459300,42064105,2006
1393,2002-11-06,Femme Fatale,35000000.0,6630252,16830252,2002
1394,1997-05-02,Warriors of Virtue,35000000.0,6448817,6448817,1997
1395,2003-09-26,Luther,35000000.0,5781086,29465190,2003
1396,2010-01-21,Biutiful,35000000.0,5101237,24687524,2010
1397,1992-02-21,Radio Flyer,35000000.0,4651977,4651977,1992
1398,1993-04-16,Bound by Honor,35000000.0,4496583,4496583,1993
1399,1997-02-28,Smilla's Sense of Snow,35000000.0,2221994,2221994,1997
1400,1986-10-03,Playing for Keeps,35000000.0,2000000,2000000,1986
1401,1980-01-01,Lion of the Desert,35000000.0,1500000,1500000,1980
1402,1996-04-19,Le hussard sur le toit,35000000.0,1320043,1320043,1996
1403,1999-11-24,Ride With the Devil,35000000.0,630779,630779,1999
1404,2006-09-22,Bandidas,35000000.0,0,18400000,2006
1405,2008-12-31,Black Water Transit,35000000.0,0,0,2008
1406,2011-12-25,The Darkest Hour,34800000.0,21443494,62831715,2011
1407,2014-09-19,The Maze Runner,34000000.0,99429385,325029385,2014
1408,1993-09-17,The Age of Innocence,34000000.0,32014993,32014993,1993
1409,2009-08-14,Gake no ue no Ponyo,34000000.0,15090399,205312666,2009
1410,1999-09-01,Chill Factor,34000000.0,11263966,11263966,1999
1411,1999-08-27,The Astronaut's Wife,34000000.0,10672566,10672566,1999
1412,2000-05-05,I Dreamed of Africa,34000000.0,6543194,6543194,2000
1413,2014-09-05,The House of Magic,34000000.0,4091,4091,2014
1414,1981-12-04,Reds,33500000.0,50000000,50000000,1981
1415,1992-12-11,A Few Good Men,33000000.0,141340178,236500000,1992
1416,2000-06-02,Big Momma's House,33000000.0,117559438,173559438,2000
1417,2001-03-16,Exit Wounds,33000000.0,51758599,79958599,2001
1418,2012-07-27,Step Up Revolution,33000000.0,35074677,165552290,2012
1419,2006-08-18,Snakes on a Plane,33000000.0,34020814,62020814,2006
1420,2004-04-16,The Punisher,33000000.0,33664370,54533774,2004
1421,2000-09-08,The Watcher,33000000.0,28946615,47267829,2000
1422,2012-04-27,Safe,33000000.0,17142080,41495213,2012
1423,2008-03-14,Doomsday,33000000.0,11008770,21621188,2008
1424,1999-04-23,Pushing Tin,33000000.0,8408835,8408835,1999
1425,2006-05-12,Goal! The Dream Begins,33000000.0,4283255,27610873,2006
1426,1983-05-25,Star Wars Ep. VI: Return of the Jedi,32500000.0,309205079,572700000,1983
1427,2011-05-13,Bridesmaids,32500000.0,169106725,289527030,2011
1428,2008-12-10,The Reader,32500000.0,34194407,113019290,2008
1429,2013-04-26,The Big Wedding,32500000.0,21819348,35770721,2013
1430,2012-02-24,Wanderlust,32500000.0,17288155,24159934,2012
1431,2003-11-07,Elf,32000000.0,173398518,222124612,2003
1432,1996-07-05,Phenomenon,32000000.0,104636382,152036382,1996
1433,2013-06-12,This is the End,32000000.0,101470202,126294264,2013
1434,2002-01-18,Snow Dogs,32000000.0,81150692,116898028,2002
1435,2006-06-16,Nacho Libre,32000000.0,80197993,99296462,2006
1436,1988-11-23,Scrooged,32000000.0,60328558,60328558,1988
1437,2010-08-27,Takers,32000000.0,57744720,70587268,2010
1438,2011-04-01,Source Code,32000000.0,54712227,140428499,2011
1439,1999-09-10,Stigmata,32000000.0,50041732,89441732,1999
1440,2000-11-10,Men of Honor,32000000.0,48814909,82339483,2000
1441,2005-09-02,The Transporter 2,32000000.0,43095856,88978458,2005
1442,2011-02-18,"Big Mommas: Like Father, Like Son",32000000.0,37915414,83915414,2011
1443,1993-01-15,Alive,32000000.0,36299670,36299670,1993
1444,2007-02-23,The Number 23,32000000.0,35193167,77593167,2007
1445,1979-12-14,1941,32000000.0,34175000,94875000,1979
1446,2005-10-21,Dreamer: Inspired by a True Story,32000000.0,33022286,39498360,2005
1447,2005-09-23,A History of Violence,32000000.0,31493782,61477797,2005
1448,2013-03-15,The Incredible Burt Wonderstone,32000000.0,22537881,24255957,2013
1449,1995-02-10,The Quick and the Dead,32000000.0,18552460,18552460,1995
1450,2004-04-30,Laws of Attraction,32000000.0,17848322,29948322,2004
1451,2010-09-03,Going the Distance,32000000.0,17804299,39990165,2010
1452,1999-10-22,Bringing Out The Dead,32000000.0,16640210,16640210,1999
1453,2010-03-19,Repo Men,32000000.0,13942007,18195238,2010
1454,2007-09-14,D-War,32000000.0,10977721,79915361,2007
1455,1996-09-06,Bogus,32000000.0,4357406,4357406,1996
1456,1997-03-26,Cats Don't Dance,32000000.0,3588602,3588602,1997
1457,1999-12-08,Cradle Will Rock,32000000.0,2899970,2899970,1999
1458,2006-12-15,The Good German,32000000.0,1308696,1308696,2006
1459,2004-12-31,George and the Dragon,32000000.0,0,0,2004
1460,1979-08-15,Apocalypse Now,31500000.0,78800000,78800000,1979
1461,2012-11-02,Flight,31000000.0,93772375,161772375,2012
1462,1985-12-18,Out of Africa,31000000.0,79096868,258210860,1985
1463,1979-06-29,Moonraker,31000000.0,70300000,210300000,1979
1464,2014-03-07,The Grand Budapest Hotel,31000000.0,59076019,158076019,2014
1465,1990-07-18,Arachnophobia,31000000.0,53208180,53208180,1990
1466,2000-04-28,Frequency,31000000.0,44983704,68079671,2000
1467,2001-09-28,Hearts in Atlantis,31000000.0,24185781,30885781,2001
1468,2010-01-22,Extraordinary Measures,31000000.0,12482741,15826984,2010
1469,1995-10-20,Get Shorty,30250000.0,72021008,115021008,1995
1470,1984-06-08,Ghostbusters,30000000.0,238632124,291632124,1984
1471,1995-11-22,Toy Story,30000000.0,191780865,364530148,1995
1472,2002-12-27,Chicago,30000000.0,170687518,307687518,2002
1473,1999-06-25,Big Daddy,30000000.0,163479795,228641283,1999
1474,2001-08-10,American Pie 2,30000000.0,145096820,286500000,2001
1475,2012-02-10,The Vow,30000000.0,125014030,197618160,2012
1476,1994-06-10,Speed,30000000.0,121248145,283200000,1994
1477,1990-03-02,The Hunt for Red October,30000000.0,120709866,200500000,1990
1478,2013-08-16,Lee Daniels' The Butler,30000000.0,116632095,151513429,2013
1479,2000-09-29,Remember the Titans,30000000.0,115654751,136706683,2000
1480,2009-08-14,District 9,30000000.0,115646235,215196627,2009
1481,2004-06-18,Dodgeball: A True Underdog Story,30000000.0,114326736,167791704,2004
1482,1991-11-22,The Addams Family,30000000.0,113502246,191502246,1991
1483,1995-11-10,Ace Ventura: When Nature Calls,30000000.0,108360063,212400000,1995
1484,2001-08-03,The Princess Diaries,30000000.0,108244774,165334774,2001
1485,1999-03-05,Analyze This,30000000.0,106885658,176885658,1999
1486,1996-09-20,The First Wives Club,30000000.0,105489203,181489203,1996
1487,2004-12-15,Million Dollar Baby,30000000.0,100492203,232016402,2004
1488,1995-09-22,Se7en,30000000.0,100125643,328125643,1995
1489,2003-10-08,Mystic River,30000000.0,90135191,156835191,2003
1490,1999-11-10,Pokemon: The First Movie,30000000.0,85744662,163644662,1999
1491,2004-11-19,SpongeBob SquarePants,30000000.0,85416609,140416609,2004
1492,2009-12-04,Up in the Air,30000000.0,83823381,166842739,2009
1493,2004-06-25,The Notebook,30000000.0,81001787,102276787,2004
1494,2009-04-10,Hannah Montana the Movie,30000000.0,79576189,169173206,2009
1495,2008-01-13,27 Dresses,30000000.0,76808654,160247805,2008
1496,2000-11-17,Rugrats in Paris,30000000.0,76501438,103284813,2000
1497,1991-12-25,The Prince of Tides,30000000.0,74787599,74787599,1991
1498,2005-08-12,Four Brothers,30000000.0,74494381,92494381,2005
1499,1994-12-23,Legends of the Fall,30000000.0,66502573,160502573,1994
1500,2012-09-28,Looper,30000000.0,66486205,176486205,2012
1501,2013-02-01,Warm Bodies,30000000.0,66380662,116643610,2013
1502,2002-12-13,About Schmidt,30000000.0,65005217,107054484,2002
1503,2014-01-17,The Nut Job,30000000.0,64251538,66251538,2014
1504,2001-02-16,Down to Earth,30000000.0,64172251,71172251,2001
1505,1995-08-04,Babe,30000000.0,63658910,246100000,1995
1506,2012-08-08,Hope Springs,30000000.0,63536011,104534624,2012
1507,2008-04-18,Forgetting Sarah Marshall,30000000.0,63172463,105173042,2008
1508,2004-10-08,Friday Night Lights,30000000.0,61255921,61950770,2004
1509,2008-04-25,Baby Mama,30000000.0,60494212,64391484,2008
1510,1998-05-29,Hope Floats,30000000.0,60110313,81529000,1998
1511,2009-01-09,Bride Wars,30000000.0,58715510,115150424,2009
1512,2004-08-20,Without a Paddle,30000000.0,58156435,65121280,2004
1513,2004-04-23,13 Going On 30,30000000.0,57139723,96439723,2004
1514,2011-05-20,Midnight in Paris,30000000.0,56816662,154816662,2011
1515,2005-10-05,Wallace & Gromit: The Curse of the Were-Rabbit,30000000.0,56068547,197593152,2005
1516,2005-09-16,The Corpse Bride,30000000.0,53359111,114770654,2005
1517,2010-05-14,Letters to Juliet,30000000.0,53032453,79135982,2010
1518,2001-04-06,Blow,30000000.0,52990775,83282296,2001
1519,1999-02-12,Message in a Bottle,30000000.0,52880016,52880016,1999
1520,1989-06-09,Star Trek V: The Final Frontier,30000000.0,52210049,70200000,1989
1521,2002-07-03,Like Mike,30000000.0,51432423,62432423,2002
1522,1994-03-18,Naked Gun 33 1/3: The Final Insult,30000000.0,51041856,51041856,1994
1523,2007-12-07,Atonement,30000000.0,50980159,130200290,2007
1524,1985-05-24,A View to a Kill,30000000.0,50327960,152627960,1985
1525,2005-01-14,Racing Stripes,30000000.0,49772522,93772522,2005
1526,1989-09-22,Black Rain,30000000.0,45892212,45892212,1989
1527,2012-04-13,The Three Stooges,30000000.0,44338224,53801644,2012
1528,2000-07-21,Pokemon 2000,30000000.0,43746923,133946923,2000
1529,2010-08-06,Step Up 3D,30000000.0,42400223,165889117,2010
1530,2009-05-29,Drag Me To Hell,30000000.0,42100625,91388487,2009
1531,2012-04-13,The Cabin in the Woods,30000000.0,42073277,70768144,2012
1532,2003-09-19,Secondhand Lions,30000000.0,42070939,47902566,2003
1533,2006-11-10,Stranger Than Fiction,30000000.0,40435190,45235190,2006
1534,2011-04-08,Hanna,30000000.0,40259119,65343694,2011
1535,2002-08-16,Blue Crush,30000000.0,40118420,51618420,2002
1536,2007-10-19,30 Days of Night,30000000.0,39568996,80276156,2007
1537,1986-12-19,Little Shop of Horrors,30000000.0,38747385,38747385,1986
1538,2006-09-15,Gridiron Gang,30000000.0,38432823,41457834,2006
1539,1988-07-20,Midnight Run,30000000.0,38413606,81613606,1988
1540,2008-01-25,Meet the Spartans,30000000.0,38233676,84646831,2008
1541,1987-11-13,The Running Man,30000000.0,38122000,38122000,1987
1542,2013-09-13,The Family,30000000.0,36918811,51078541,2013
1543,1997-11-21,Mortal Kombat: Annihilation,30000000.0,35927406,51327406,1997
1544,2011-07-01,Larry Crowne,30000000.0,35608245,61449135,2011
1545,2013-10-18,Carrie,30000000.0,35266619,85039274,2013
1546,2006-04-01,Take the Lead,30000000.0,34742066,65390493,2006
1547,2010-11-24,Love and Other Drugs,30000000.0,32367005,102719647,2010
1548,2001-06-01,What's the Worst That Could Happen?,30000000.0,32267774,38462071,2001
1549,2013-02-08,Side Effects,30000000.0,32172757,60288363,2013
1550,2009-09-09,9,30000000.0,31749894,48559999,2009
1551,2014-08-01,Get on Up,30000000.0,30606390,32042803,2014
1552,2014-07-02,Deliver Us from Evil,30000000.0,30577122,87937815,2014
1553,2012-04-27,The Five-Year Engagement,30000000.0,28700285,54731640,2012
1554,2004-04-02,The Prince & Me,30000000.0,28165882,29356757,2004
1555,2011-07-15,Winnie the Pooh,30000000.0,26692846,50145607,2011
1556,1998-05-15,Bulworth,30000000.0,26528684,29203383,1998
1557,2003-06-13,Dumb and Dumberer: When Harry Met Lloyd,30000000.0,26214846,26214846,2003
1558,1995-08-04,Virtuosity,30000000.0,23998226,23998226,1995
1559,1998-09-18,One True Thing,30000000.0,23337196,26708196,1998
1560,2011-02-04,Sanctum,30000000.0,23209310,104283753,2011
1561,2004-09-17,Mr. 3000,30000000.0,21800302,21827296,2004
1562,2010-11-19,The Next Three Days,30000000.0,21148651,67255916,2010
1563,2004-08-06,Little Black Book,30000000.0,20422207,21758371,2004
1564,2005-01-19,Assault On Precinct 13,30000000.0,20040895,36040895,2005
1565,2008-09-19,Igor,30000000.0,19528602,31013349,2008
1566,2013-10-04,Runner Runner,30000000.0,19316646,62616646,2013
1567,1998-02-06,The Replacement Killers,30000000.0,19035741,19035741,1998
1568,2006-03-03,Ultraviolet,30000000.0,18522064,20722064,2006
1569,2005-10-21,North Country,30000000.0,18324242,25224242,2005
1570,2011-08-19,Fright Night,30000000.0,18298649,40520649,2011
1571,2002-07-17,Eight Legged Freaks,30000000.0,17266505,36722311,2002
